user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,height_cm,weight_kg,genscore,agescore,bmiscore,citymorningscore,cityafternoonscore,citynightscore,sweatscore,coldhfscore,exercisescore,mymorningtemp,myafternoontemp,mynighttemp
fR0079WO,F,1986-08-04,36,healthy,"Medellin, Colombia",Medellin,Colombia,Y,N,A couple of times per week,169.0,62.8,-2,0,0,2.0,4.0,2.0,1,0,0,1.0,3.0,1.0
fw7123EP,F,2004-06-22,18,healthy,"Jeddah, Saudi Arabia",Jeddah,Saudi Arabia,N,N,1 or 2 times per month,170.0,69.4,-2,0,0,16.0,18.0,17.0,0,0,0,14.0,16.0,15.0
bx2086xV,F,2000-08-21,21,healthy,"Antalya, Turkey",Antalya,Turkey,Y,Y,Every other day,169.0,65.7,-2,0,0,25.0,29.0,27.0,1,-2,1,23.0,27.0,25.0
ge3152vS,F,1990-08-11,32,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,A couple of times per week,171.0,64.3,-2,0,0,3.0,7.0,4.0,0,-2,0,-1.0,3.0,0.0
fh6974QT,F,1994-05-17,28,healthy,"Durban, South Africa",Durban,South Africa,N,Y,A couple of times per week,175.0,61.2,-2,0,0,13.0,17.0,14.0,0,-2,0,9.0,13.0,10.0
KK7217ew,F,2002-05-03,20,healthy,"Madrid, Spain",Madrid,Spain,N,Y,A couple of times per week,170.0,54.9,-2,0,0,21.0,23.0,22.0,0,-2,0,17.0,19.0,18.0
Bt5668OA,F,1992-09-12,29,healthy,"Arequipa, Peru",Arequipa,Peru,Y,N,Every day,157.0,51.8,-2,0,0,5.0,9.0,8.0,1,0,1,5.0,9.0,8.0
Im2835lD,F,1993-10-09,28,healthy,"Bogota, Colombia",Bogota,Colombia,N,N,Every day,174.0,72.7,-2,0,0,20.0,21.0,18.0,0,0,1,19.0,20.0,17.0
PT5926eR,F,2002-07-06,20,healthy,"El Calafate, Argentina",El Calafate,Argentina,N,N,Every other day,175.0,70.4,-2,0,0,28.0,32.0,31.0,0,0,1,27.0,31.0,30.0
UT3869IU,F,2002-06-13,20,healthy,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,Y,N,A couple of times per week,168.0,79.0,-2,0,0,34.0,35.0,34.0,1,0,0,33.0,34.0,33.0
eY2250IW,F,2005-10-22,16,healthy,"Florence, Italy",Florence,Italy,Y,N,A couple of times per week,169.0,62.8,-2,0,0,5.0,7.0,4.0,1,0,0,4.0,6.0,3.0
tp1175uq,F,1992-01-17,30,healthy,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,N,Y,1 or 2 times per month,155.0,48.1,-2,0,0,28.0,32.0,30.0,0,-2,0,24.0,28.0,26.0
pf2114mn,F,1991-05-13,31,healthy,"Mogadishu, Somalia",Mogadishu,Somalia,N,N,A couple of times per week,175.0,70.4,-2,0,0,12.0,13.0,11.0,0,0,0,10.0,11.0,9.0
et8354vW,F,1987-04-01,35,healthy,"Kinshasa, Republic of the Congo",Kinshasa,Republic of the Congo,N,Y,Every other day,170.0,60.7,-2,0,0,-1.0,2.0,0.0,0,-2,1,-4.0,-1.0,-3.0
WV2400WE,F,1999-05-04,23,healthy,"Dhaka, Bangladesh",Dhaka,Bangladesh,Y,Y,Never,175.0,79.6,-2,0,0,31.0,32.0,29.0,1,-2,0,28.0,29.0,26.0
bc8271Op,F,1987-11-01,34,healthy,"Cancun, Mexico",Cancun,Mexico,Y,N,A couple of times per week,166.0,57.9,-2,0,0,-4.0,-1.0,-3.0,1,0,0,-5.0,-2.0,-4.0
Es6017cH,F,1999-04-02,23,healthy,"Punta Arenas, Chile",Punta Arenas,Chile,N,Y,Never,156.0,58.4,-2,0,0,17.0,20.0,17.0,0,-2,0,13.0,16.0,13.0
NX5807IF,F,1989-03-24,33,healthy,"Venice, Italy",Venice,Italy,N,Y,1 or 2 times per month,172.0,56.2,-2,0,0,4.0,6.0,3.0,0,-2,0,0.0,2.0,-1.0
Tu4015uh,F,1988-01-31,34,underweight,"Christchurch, New Zealand",Christchurch,New Zealand,Y,Y,Once per week,169.0,48.6,-2,0,-1,0.0,4.0,1.0,1,-2,0,-4.0,0.0,-3.0
IC6386Iv,F,1986-10-17,35,healthy,"Osaka, Japan",Osaka,Japan,Y,N,Once per week,169.0,54.3,-2,0,0,14.0,17.0,14.0,1,0,0,13.0,16.0,13.0
SI5451CG,F,2004-01-14,18,healthy,"Budapest, Hungary",Budapest,Hungary,Y,Y,Every other day,172.0,65.1,-2,0,0,8.0,10.0,9.0,1,-2,1,6.0,8.0,7.0
Qy9395XL,F,1999-08-19,22,healthy,"Sydney, Australia",Sydney,Australia,N,N,Never,170.0,66.5,-2,0,0,0.0,1.0,0.0,0,0,0,-2.0,-1.0,-2.0
un1132Vv,F,1988-02-19,34,healthy,"Surat, India",Surat,India,N,N,1 or 2 times per month,162.0,63.0,-2,0,0,-2.0,0.0,-3.0,0,0,0,-4.0,-2.0,-5.0
ki5559na,F,1983-05-07,39,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,N,Y,A couple of times per week,169.0,60.0,-2,0,0,27.0,30.0,27.0,0,-2,0,23.0,26.0,23.0
Kv6884FA,F,1995-02-09,27,healthy,"Melbourne, Australia",Melbourne,Australia,N,Y,A couple of times per week,167.0,66.9,-2,0,0,5.0,6.0,5.0,0,-2,0,1.0,2.0,1.0
dc6499yb,F,1994-07-19,28,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,Y,Y,Never,174.0,72.7,-2,0,0,7.0,8.0,7.0,1,-2,0,4.0,5.0,4.0
rQ1755IA,F,1994-08-20,27,healthy,"Budapest, Hungary",Budapest,Hungary,N,Y,1 or 2 times per month,170.0,72.2,-2,0,0,-3.0,0.0,-2.0,0,-2,0,-7.0,-4.0,-6.0
xs9038Vg,F,1994-02-05,28,healthy,"Porto, Portugal",Porto,Portugal,N,N,Once per week,173.0,68.8,-2,0,0,30.0,34.0,33.0,0,0,0,28.0,32.0,31.0
Uk0724cJ,F,2006-03-15,16,underweight,"Lagos, Nigeria",Lagos,Nigeria,N,N,A couple of times per week,167.0,47.4,-2,0,-1,-4.0,0.0,-1.0,0,0,0,-7.0,-3.0,-4.0
mm4291QA,F,2003-09-09,18,healthy,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,N,Y,Once per week,175.0,88.8,-2,0,0,32.0,34.0,31.0,0,-2,0,28.0,30.0,27.0
yY7292FU,F,1982-10-10,39,healthy,"Salta, Argentina",Salta,Argentina,N,Y,A couple of times per week,165.0,59.9,-2,0,0,11.0,13.0,12.0,0,-2,0,7.0,9.0,8.0
ia9087PF,F,1990-08-18,31,healthy,"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,N,Y,Every day,173.0,62.9,-2,0,0,12.0,13.0,10.0,0,-2,1,9.0,10.0,7.0
mj2894bc,F,1987-04-22,35,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,Y,N,Every day,172.0,62.1,-2,0,0,14.0,17.0,16.0,1,0,1,14.0,17.0,16.0
CY8683tI,F,2000-01-14,22,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,N,Y,A couple of times per week,174.0,81.7,-2,0,0,4.0,6.0,4.0,0,-2,0,0.0,2.0,0.0
Ew4200WW,F,1984-03-26,38,healthy,"Saint Petersburg, Russia",Saint Petersburg,Russia,N,Y,Every other day,170.0,57.8,-2,0,0,23.0,25.0,23.0,0,-2,1,20.0,22.0,20.0
Cu2137Il,F,2001-10-03,20,healthy,"Honolulu, United States",Honolulu,United States,Y,N,A couple of times per week,158.0,49.9,-2,0,0,28.0,31.0,28.0,1,0,0,27.0,30.0,27.0
YM1106ZI,F,2006-10-30,15,healthy,"Montevideo, Uruguay",Montevideo,Uruguay,N,Y,A couple of times per week,175.0,64.3,-2,0,0,28.0,31.0,30.0,0,-2,0,24.0,27.0,26.0
jJ7391Dk,F,1984-09-10,37,healthy,"Baghdad, Iraq",Baghdad,Iraq,N,N,Never,168.0,84.7,-2,0,0,22.0,25.0,23.0,0,0,0,20.0,23.0,21.0
CU6803gI,F,1999-09-06,22,healthy,"Kano, Nigeria",Kano,Nigeria,Y,N,Never,174.0,63.6,-2,0,0,-2.0,1.0,-2.0,1,0,0,-3.0,0.0,-3.0
UQ0363kI,F,1990-09-24,31,healthy,"Ahmedabad, India",Ahmedabad,India,N,Y,A couple of times per week,170.0,63.6,-2,0,0,30.0,34.0,32.0,0,-2,0,26.0,30.0,28.0
pO9433Of,F,2002-01-02,20,healthy,"Buenos Aires, Argentina",Buenos Aires,Argentina,N,Y,Never,175.0,85.8,-2,0,0,33.0,35.0,32.0,0,-2,0,29.0,31.0,28.0
uV0044rC,F,1983-07-27,39,healthy,"Tokyo, Japan",Tokyo,Japan,Y,N,Every other day,174.0,57.5,-2,0,0,5.0,7.0,5.0,1,0,1,5.0,7.0,5.0
RK2284bK,F,1990-12-11,31,healthy,"Nice, France",Nice,France,Y,Y,A couple of times per week,171.0,67.3,-2,0,0,27.0,28.0,26.0,1,-2,0,24.0,25.0,23.0
TG5207tN,F,1995-05-04,27,healthy,"Accra, Ghana",Accra,Ghana,Y,Y,A couple of times per week,175.0,73.5,-2,0,0,11.0,12.0,10.0,1,-2,0,8.0,9.0,7.0
id7589oV,F,2004-10-26,17,healthy,"Soweto, South Africa",Soweto,South Africa,N,Y,A couple of times per week,170.0,69.4,-2,0,0,2.0,5.0,4.0,0,-2,0,-2.0,1.0,0.0
jo2751na,F,2001-07-20,21,healthy,"New York City, United States",New York City,United States,N,Y,A couple of times per week,171.0,55.6,-2,0,0,-1.0,0.0,-3.0,0,-2,0,-5.0,-4.0,-7.0
DE8050YR,F,1991-12-12,30,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,Y,Y,A couple of times per week,163.0,71.7,-2,0,0,6.0,8.0,6.0,1,-2,0,3.0,5.0,3.0
vy9135Jb,F,2001-04-20,21,healthy,"Luanda, Angola",Luanda,Angola,Y,Y,Every day,173.0,56.9,-2,0,0,8.0,10.0,7.0,1,-2,1,6.0,8.0,5.0
TV3992SZ,F,1983-02-01,39,healthy,"Otavalo, Ecuador",Otavalo,Ecuador,Y,N,A couple of times per week,173.0,98.8,-2,0,0,25.0,29.0,28.0,1,0,0,24.0,28.0,27.0
YN2170Wp,F,2004-05-18,18,healthy,"Auckland, New Zealand",Auckland,New Zealand,N,Y,Every day,167.0,61.4,-2,0,0,27.0,28.0,26.0,0,-2,1,24.0,25.0,23.0
Md4004yq,F,2005-10-22,16,healthy,"Orlando, United States",Orlando,United States,N,Y,A couple of times per week,166.0,63.4,-2,0,0,16.0,17.0,15.0,0,-2,0,12.0,13.0,11.0
Oo5110mI,F,1995-08-30,26,healthy,"Tokyo, Japan",Tokyo,Japan,N,N,1 or 2 times per month,174.0,87.8,-2,0,0,18.0,22.0,20.0,0,0,0,16.0,20.0,18.0
sS1655EA,F,1992-12-08,29,healthy,"Istanbul, Turkey",Istanbul,Turkey,N,N,Every other day,161.0,62.2,-2,0,0,23.0,26.0,25.0,0,0,1,22.0,25.0,24.0
WQ3564Iu,F,1996-08-21,25,healthy,"Kolkata, India",Kolkata,India,Y,Y,1 or 2 times per month,170.0,54.9,-2,0,0,16.0,18.0,15.0,1,-2,0,13.0,15.0,12.0
em0768ht,F,2001-05-20,21,healthy,"Heraklion, Greece",Heraklion,Greece,N,N,A couple of times per week,175.0,85.8,-2,0,0,12.0,14.0,11.0,0,0,0,10.0,12.0,9.0
tJ0120Wg,F,1995-06-29,27,healthy,"Venice, Italy",Venice,Italy,N,Y,A couple of times per week,170.0,69.4,-2,0,0,15.0,17.0,15.0,0,-2,0,11.0,13.0,11.0
ca9258qk,F,2002-05-01,20,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,Y,A couple of times per week,168.0,62.1,-2,0,0,26.0,27.0,26.0,0,-2,0,22.0,23.0,22.0
hF3047Ce,F,2006-11-03,15,healthy,"Punta Arenas, Chile",Punta Arenas,Chile,N,Y,Every other day,164.0,61.9,-2,0,0,14.0,18.0,16.0,0,-2,1,11.0,15.0,13.0
My2562eB,F,2004-06-05,18,healthy,"Tokyo, Japan",Tokyo,Japan,N,N,Every other day,167.0,64.1,-2,0,0,31.0,34.0,31.0,0,0,1,30.0,33.0,30.0
tK0135Ov,F,1995-11-10,26,healthy,"Valparaiso, Chile",Valparaiso,Chile,Y,N,A couple of times per week,174.0,57.5,-2,0,0,12.0,16.0,15.0,1,0,0,11.0,15.0,14.0
Ii3035mN,F,2000-04-24,22,healthy,"Lima, Peru",Lima,Peru,N,N,A couple of times per week,166.0,60.6,-2,0,0,14.0,15.0,13.0,0,0,0,12.0,13.0,11.0
hi4139AD,F,2006-09-14,15,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,N,Y,A couple of times per week,168.0,67.7,-2,0,0,-4.0,0.0,-1.0,0,-2,0,-8.0,-4.0,-5.0
uI8775mR,F,2003-04-13,19,healthy,"Shenzhen, China",Shenzhen,China,Y,Y,A couple of times per week,184.0,101.6,-2,0,0,17.0,18.0,16.0,1,-2,0,14.0,15.0,13.0
yf2462CH,F,1996-03-25,26,healthy,"La Paz, Bolivia",La Paz,Bolivia,Y,Y,Never,177.0,59.5,-2,0,0,5.0,7.0,4.0,1,-2,0,2.0,4.0,1.0
ur5560BV,F,1986-04-21,36,healthy,"Accra, Ghana",Accra,Ghana,N,N,A couple of times per week,170.0,80.9,-2,0,0,-3.0,-1.0,-3.0,0,0,0,-5.0,-3.0,-5.0
WZ1787Jm,F,2006-04-15,16,healthy,"Durban, South Africa",Durban,South Africa,N,Y,A couple of times per week,168.0,67.7,-2,0,0,32.0,35.0,34.0,0,-2,0,28.0,31.0,30.0
qY3267ZT,F,1995-03-21,27,underweight,"Los Angeles, United States",Los Angeles,United States,Y,N,A couple of times per week,174.0,45.4,-2,0,-1,34.0,36.0,35.0,1,0,0,32.0,34.0,33.0
cf0507um,F,1983-10-18,38,healthy,"Toronto, Canada",Toronto,Canada,N,Y,A couple of times per week,169.0,94.3,-2,0,0,27.0,28.0,26.0,0,-2,0,23.0,24.0,22.0
Il5512Dx,F,1988-06-04,34,healthy,"Kaduna, Nigeria",Kaduna,Nigeria,Y,N,A couple of times per week,174.0,69.6,-2,0,0,11.0,12.0,10.0,1,0,0,10.0,11.0,9.0
tR3837qq,F,1988-05-31,34,healthy,"Potosi, Bolivia",Potosi,Bolivia,N,Y,1 or 2 times per month,164.0,61.9,-2,0,0,12.0,14.0,13.0,0,-2,0,8.0,10.0,9.0
Bl4575rl,F,2006-04-09,16,underweight,"Vienna, Austria",Vienna,Austria,Y,Y,Every day,179.0,51.3,-2,0,-1,7.0,9.0,6.0,1,-2,1,4.0,6.0,3.0
xf1952HH,F,1993-01-19,29,healthy,"Johannesburg, South Africa",Johannesburg,South Africa,Y,N,Every day,176.0,58.9,-2,0,0,17.0,18.0,16.0,1,0,1,17.0,18.0,16.0
AR7122sw,F,1986-03-13,36,healthy,"Stockholm, Sweden",Stockholm,Sweden,Y,N,Once per week,174.0,57.5,-2,0,0,9.0,10.0,7.0,1,0,0,8.0,9.0,6.0
vS5618dM,F,1998-05-09,24,healthy,"Mumbai, India",Mumbai,India,N,Y,Every other day,168.0,53.6,-2,0,0,24.0,26.0,25.0,0,-2,1,21.0,23.0,22.0
wS2827AZ,F,1990-01-24,32,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,N,1 or 2 times per month,170.0,57.8,-2,0,0,9.0,12.0,10.0,0,0,0,7.0,10.0,8.0
kT4811BH,F,1988-06-28,34,healthy,"Taipei, Taiwan",Taipei,Taiwan,N,N,A couple of times per week,171.0,70.2,-2,0,0,0.0,4.0,1.0,0,0,0,-2.0,2.0,-1.0
EV8019lS,F,1984-05-06,38,healthy,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia,N,N,Once per week,177.0,65.8,-2,0,0,26.0,30.0,29.0,0,0,0,24.0,28.0,27.0
mv4797fz,F,1998-07-28,24,healthy,"Toronto, Canada",Toronto,Canada,Y,N,Every day,167.0,66.9,-2,0,0,24.0,26.0,25.0,1,0,1,24.0,26.0,25.0
CU9404OQ,F,1989-05-09,33,healthy,"Salta, Argentina",Salta,Argentina,N,N,Never,171.0,64.3,-2,0,0,7.0,8.0,6.0,0,0,0,5.0,6.0,4.0
Gz1536XZ,F,1989-12-01,32,healthy,"Pyongyang, North Korea",Pyongyang,North Korea,N,Y,Once per week,172.0,76.9,-2,0,0,7.0,8.0,7.0,0,-2,0,3.0,4.0,3.0
pJ4226Ly,F,2002-04-14,20,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,N,N,A couple of times per week,167.0,83.7,-2,0,0,34.0,36.0,35.0,0,0,0,32.0,34.0,33.0
Nh8185Hq,F,1997-06-30,25,healthy,"Guayaquil, Ecuador",Guayaquil,Ecuador,N,Y,A couple of times per week,170.0,66.5,-2,0,0,-1.0,3.0,2.0,0,-2,0,-5.0,-1.0,-2.0
oT7715Kw,F,2003-07-19,19,healthy,"Lahore, Pakistan",Lahore,Pakistan,Y,Y,1 or 2 times per month,175.0,73.5,-2,0,0,5.0,6.0,4.0,1,-2,0,2.0,3.0,1.0
XI5644Bm,F,1997-09-23,24,healthy,"Pyongyang, North Korea",Pyongyang,North Korea,Y,Y,Every day,162.0,65.6,-2,0,0,27.0,28.0,26.0,1,-2,1,25.0,26.0,24.0
vW2096Ee,F,1992-11-21,29,healthy,"Beijing, China",Beijing,China,Y,Y,Never,175.0,73.5,-2,0,0,11.0,14.0,13.0,1,-2,0,8.0,11.0,10.0
dr4592Td,F,1988-02-25,34,healthy,"Otavalo, Ecuador",Otavalo,Ecuador,Y,N,A couple of times per week,177.0,62.7,-2,0,0,20.0,22.0,21.0,1,0,0,19.0,21.0,20.0
KV8106ki,F,1991-12-02,30,healthy,"Giza, Egypt",Giza,Egypt,N,Y,A couple of times per week,173.0,71.8,-2,0,0,6.0,9.0,7.0,0,-2,0,2.0,5.0,3.0
At7758Dt,F,1999-12-17,22,healthy,"Rome, Italy",Rome,Italy,Y,Y,Once per week,171.0,61.4,-2,0,0,12.0,14.0,11.0,1,-2,0,9.0,11.0,8.0
uY5863ic,F,1998-01-24,24,healthy,"Accra, Ghana",Accra,Ghana,N,Y,Every day,178.0,76.0,-2,0,0,6.0,10.0,8.0,0,-2,1,3.0,7.0,5.0
MS5160nQ,F,1990-03-03,32,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,N,N,Never,167.0,80.9,-2,0,0,24.0,25.0,23.0,0,0,0,22.0,23.0,21.0
My4627QU,F,1997-09-26,24,healthy,"Darwin, Australia",Darwin,Australia,Y,Y,Every day,161.0,64.8,-2,0,0,31.0,35.0,32.0,1,-2,1,29.0,33.0,30.0
dJ3876eC,F,1984-11-07,37,healthy,"Dhaka, Bangladesh",Dhaka,Bangladesh,Y,Y,A couple of times per week,170.0,66.5,-2,0,0,15.0,16.0,13.0,1,-2,0,12.0,13.0,10.0
Nm9682RN,F,1999-05-25,23,healthy,"Busan, South Korea",Busan,South Korea,N,Y,A couple of times per week,175.0,88.8,-2,0,0,32.0,33.0,31.0,0,-2,0,28.0,29.0,27.0
lS2491dL,F,1995-01-12,27,healthy,"Bogota, Colombia",Bogota,Colombia,Y,Y,Never,164.0,56.5,-2,0,0,13.0,15.0,13.0,1,-2,0,10.0,12.0,10.0
wz2707EY,F,1994-11-09,27,healthy,"Rabat, Morocco",Rabat,Morocco,Y,Y,A couple of times per week,164.0,61.9,-2,0,0,22.0,25.0,22.0,1,-2,0,19.0,22.0,19.0
Qo1413EC,F,1992-08-01,30,healthy,"Chattogram, Bangladesh",Chattogram,Bangladesh,Y,Y,Once per week,169.0,54.3,-2,0,0,31.0,33.0,30.0,1,-2,0,28.0,30.0,27.0
lR1787pq,F,1999-01-23,23,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,N,N,Once per week,171.0,76.0,-2,0,0,26.0,30.0,27.0,0,0,0,24.0,28.0,25.0
ho8184rB,F,1989-12-08,32,healthy,"Brisbane, Australia",Brisbane,Australia,N,N,1 or 2 times per month,170.0,69.4,-2,0,0,4.0,6.0,4.0,0,0,0,2.0,4.0,2.0
WM7258Id,F,1988-03-02,34,healthy,"Canberra, Australia",Canberra,Australia,Y,Y,Every other day,173.0,56.9,-2,0,0,20.0,24.0,21.0,1,-2,1,18.0,22.0,19.0
Oe5110ot,F,2002-06-28,20,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,Y,N,A couple of times per week,170.0,69.4,-2,0,0,32.0,34.0,33.0,1,0,0,31.0,33.0,32.0
Oh5150sJ,F,1991-09-23,30,healthy,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Y,Y,A couple of times per week,161.0,59.6,-2,0,0,18.0,22.0,20.0,1,-2,0,15.0,19.0,17.0
PF3898YH,F,1988-12-10,33,healthy,"Melbourne, Australia",Melbourne,Australia,Y,N,A couple of times per week,174.0,63.6,-2,0,0,33.0,37.0,35.0,1,0,0,32.0,36.0,34.0
MV6861nY,F,1995-06-20,27,healthy,"Sucre, Bolivia",Sucre,Bolivia,N,N,Every other day,171.0,61.4,-2,0,0,10.0,12.0,9.0,0,0,1,9.0,11.0,8.0
ph5851eW,F,1989-06-26,33,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,Y,Every day,164.0,51.1,-2,0,0,19.0,22.0,20.0,0,-2,1,16.0,19.0,17.0
Ly7945QD,F,2004-11-19,17,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,Y,N,A couple of times per week,172.0,71.0,-2,0,0,16.0,20.0,17.0,1,0,0,15.0,19.0,16.0
Ry6793fn,F,1988-07-24,34,underweight,"Sydney, Australia",Sydney,Australia,N,Y,1 or 2 times per month,167.0,50.2,-2,0,-1,-2.0,1.0,-1.0,0,-2,0,-7.0,-4.0,-6.0
mj9088cr,F,1985-06-11,37,healthy,"Arequipa, Peru",Arequipa,Peru,N,Y,A couple of times per week,170.0,66.5,-2,0,0,35.0,37.0,35.0,0,-2,0,31.0,33.0,31.0
qS8083Dn,F,1986-06-27,36,healthy,"Sucre, Bolivia",Sucre,Bolivia,N,Y,Every other day,170.0,63.6,-2,0,0,29.0,33.0,32.0,0,-2,1,26.0,30.0,29.0
wS7762FE,F,2000-02-25,22,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,A couple of times per week,172.0,68.0,-2,0,0,6.0,10.0,9.0,0,-2,0,2.0,6.0,5.0
vX4644pu,F,1988-04-02,34,healthy,"Dublin, Ireland",Dublin,Ireland,N,N,Every other day,166.0,55.1,-2,0,0,3.0,4.0,1.0,0,0,1,2.0,3.0,0.0
fr2225Iy,F,1991-10-06,30,healthy,"Kano, Nigeria",Kano,Nigeria,N,N,A couple of times per week,172.0,88.8,-2,0,0,7.0,8.0,7.0,0,0,0,5.0,6.0,5.0
kK5547hd,F,1988-06-03,34,healthy,"Toronto, Canada",Toronto,Canada,N,N,1 or 2 times per month,170.0,63.6,-2,0,0,17.0,20.0,19.0,0,0,0,15.0,18.0,17.0
KP4983SE,F,1985-01-29,37,healthy,"Khartoum, Sudan",Khartoum,Sudan,N,Y,A couple of times per week,170.0,80.9,-2,0,0,3.0,5.0,2.0,0,-2,0,-1.0,1.0,-2.0
Kl4980wZ,F,1994-04-22,28,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,Every other day,180.0,84.2,-2,0,0,33.0,36.0,35.0,0,-2,1,30.0,33.0,32.0
ds4572qO,F,1986-09-20,35,healthy,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,N,N,Every other day,164.0,61.9,-2,0,0,13.0,16.0,13.0,0,0,1,12.0,15.0,12.0
Ez2153Yt,F,2001-09-28,20,healthy,"Chennai, India",Chennai,India,N,N,Never,167.0,53.0,-2,0,0,-1.0,3.0,0.0,0,0,0,-3.0,1.0,-2.0
VI0059qH,F,1982-08-23,39,healthy,"Mogadishu, Somalia",Mogadishu,Somalia,N,N,Every other day,169.0,68.5,-2,0,0,8.0,12.0,11.0,0,0,1,7.0,11.0,10.0
fl8930oJ,F,1992-10-12,29,healthy,"Khartoum, Sudan",Khartoum,Sudan,Y,N,Every day,172.0,68.0,-2,0,0,24.0,25.0,22.0,1,0,1,24.0,25.0,22.0
mE5032Qp,F,1997-05-24,25,healthy,"Seoul, South Korea",Seoul,South Korea,N,Y,A couple of times per week,167.0,61.4,-2,0,0,34.0,36.0,34.0,0,-2,0,30.0,32.0,30.0
Ws5912qE,F,1985-06-04,37,healthy,"Tehran, Iran",Tehran,Iran,Y,N,Never,171.0,58.5,-2,0,0,10.0,12.0,11.0,1,0,0,9.0,11.0,10.0
Tz9418WG,F,1986-11-10,35,healthy,"Porto, Portugal",Porto,Portugal,N,Y,Once per week,166.0,55.1,-2,0,0,13.0,15.0,12.0,0,-2,0,9.0,11.0,8.0
Jq5860CG,F,1988-09-29,33,healthy,"Yangon, Myanmar",Yangon,Myanmar,N,Y,Every day,165.0,59.9,-2,0,0,-1.0,0.0,-2.0,0,-2,1,-4.0,-3.0,-5.0
Lq6740zm,F,1997-08-05,25,healthy,"Yokohama, Japan",Yokohama,Japan,N,N,Every day,157.0,59.2,-2,0,0,2.0,3.0,1.0,0,0,1,1.0,2.0,0.0
eJ7422dx,F,1998-09-10,23,healthy,"Barcelona, Spain",Barcelona,Spain,N,Y,Every other day,170.0,69.4,-2,0,0,33.0,36.0,34.0,0,-2,1,30.0,33.0,31.0
fl5876xR,F,1987-03-01,35,healthy,"Algiers, Algeria",Algiers,Algeria,N,N,Every other day,169.0,91.4,-2,0,0,20.0,24.0,23.0,0,0,1,19.0,23.0,22.0
Lg5754Er,F,1993-10-30,28,healthy,"Saint Petersburg, Russia",Saint Petersburg,Russia,N,Y,Every other day,170.0,54.9,-2,0,0,12.0,16.0,13.0,0,-2,1,9.0,13.0,10.0
DL2689wz,F,1985-01-29,37,healthy,"Dakar, Senegal",Dakar,Senegal,N,Y,1 or 2 times per month,175.0,61.2,-2,0,0,19.0,23.0,22.0,0,-2,0,15.0,19.0,18.0
jM2426Gt,F,1995-10-05,26,healthy,"Valparaiso, Chile",Valparaiso,Chile,N,N,Every other day,172.0,76.9,-2,0,0,21.0,24.0,22.0,0,0,1,20.0,23.0,21.0
KP3411Jm,F,1993-02-17,29,healthy,"Alexandria, Egypt",Alexandria,Egypt,N,N,1 or 2 times per month,160.0,48.6,-2,0,0,36.0,37.0,36.0,0,0,0,34.0,35.0,34.0
Oj9092wm,F,1995-01-26,27,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,Y,Y,Every day,157.0,61.6,-2,0,0,13.0,15.0,12.0,1,-2,1,11.0,13.0,10.0
sQ1493UP,F,1984-08-08,38,healthy,"Cape Town, South Africa",Cape Town,South Africa,N,N,A couple of times per week,169.0,68.5,-2,0,0,8.0,12.0,9.0,0,0,0,6.0,10.0,7.0
UD9710lL,F,1997-05-08,25,underweight,"Giza, Egypt",Giza,Egypt,N,Y,1 or 2 times per month,169.0,48.6,-2,0,-1,15.0,17.0,14.0,0,-2,0,10.0,12.0,9.0
Ft9254at,F,2002-08-14,19,healthy,"Mexico City, Mexico",Mexico City,Mexico,N,N,Never,171.0,67.3,-2,0,0,4.0,6.0,4.0,0,0,0,2.0,4.0,2.0
Nc1731qO,F,1999-06-15,23,healthy,"Camayenne, Guinea",Camayenne,Guinea,N,Y,A couple of times per week,161.0,57.0,-2,0,0,2.0,4.0,3.0,0,-2,0,-2.0,0.0,-1.0
Xq9994iB,F,2005-10-12,16,healthy,"Bamako, Mali",Bamako,Mali,Y,N,Once per week,168.0,84.7,-2,0,0,2.0,3.0,0.0,1,0,0,1.0,2.0,-1.0
